order_id,products
1757055,44632 21709 27086 35221 49520 5077 19677
1757084,19660 48370 9623
1757114,39409 40709 22963 27344 45066 44560 5194 4600 13740 18594 30489 41787 38293 29993 27316 30391 36085 37158 21137 21614 21903 28199 24852 46802 31231 4799 28928 45633 46676 24841 34217 36714 5449 38310 13113 1511
1757131,502 42122 22620 42731 1824
1757178,24852 22509 31382 26634 1509 28993 38881 1875
1757202,34256
1757207,28934 38200 26209 36929
1757210,36729
1757235,26165 12606 21903 21497 162 13176 46584 29487 21405 45007 42585 46979 35628 27845 6104 4357 15604 43014 19057 38689 14992 9444 13249 46992 30635 46667
1757256,8048 9387
1757274,15700
1757284,4210 46462
1757357,5393 24852 24035 42244 187
1757362,13176 30391 22825 21137 24654 10246 20876 38313
1757386,5550
1757389,24852 26689 38818 21376 42460 43183 36884 23892 18721 47516 34968 27629 25952
1757410,44418 13176 40706 41220 44359 28373 4920 12196 48953 7781 20995 7916 11182
1757465,27845 13176 26165 45223 22035 27695 14218 21903 22908 20186 42265 7963
1757471,27845 13176 35951 16185 33788 30391 17429 47766 36865 31371 41950 43662 24799 27548 5322 35163 26324
1757505,43394 24852 21903 21137 19660 4945
1757515,2078 30233 1463 3843
1757520,24852 23909
1757557,35221 36216 34658 31371 8277 12341 37158 13733
1757574,37215 9058
1757625,6962 24852 21903 47388 24390 34448 47626 21405 41588
1757666,31651 39657 3298
1757769,27966 22035 13646 10121 49683 13176
1757794,196 46061 38928
1757876,24703 41290 47144
1757887,24838 31717 21405 47766 21903 17948 3835 1244
1758010,1194
1758019,34270 25466
1758117,14999 28204 4920 49151 28103 260 33950 37489 6532 24010 23763 48004 32689 27681 19986 38701 4889 35914 18435
1758154,6075 28985 17929 47626 38400 47516 24852 14443
1758215,31720 13176 30391 25598 3952
1758335,7413 30391 48726 21137 44359 35594
1758412,34986 24803
1758435,5115 24852 47766 9808 21903 7503 20842
1758630,4938
1758653,45190 38028 36316
1758677,33198 45374
1758705,9387
1758718,47209 21616 19025
1758738,23650 35951 22465 34755 48010 29129 38689 39180 36002 38226 12016 5547 39194 6971 9036 23047 19611 20697 23178 20120 36594 32864 24575 48835 32701 7361 12207 26940
1758755,24852
1758891,329 40868 21137
1758900,16797 44632 24852 28204 5212 30442 45445 21709 39275
1759041,47766 24852 21137
1759064,43154 12341 22802
1759069,41131
1759092,47977
1759128,13176 36929 27104 11005 47034 23029
1759239,5351
1759246,22098 36865 22943 22963 24852 25495 44632 18071 24427 13997 6506 39275 47672 17758 46635 27284 28985
1759310,25466
1759358,47209 30391 44359 46755 31717 47977
1759409,24852 26889 47766 41351 26497 18670 16797 5077
1759414,24852 38200 23909 13388 2120
1759471,16797 14651 24852 35742
1759518,5077
1759524,32163 877 23082 44229
1759565,47141 13176 35140 38376 25518 47672 32740 27104
1759588,25421 43164 29487 35906 28842 27323 13544 48205 13718 10193 33452 22866 12108 15599
1759592,32403
1759597,10114
1759668,4210 25495 10755 38453
1759701,17949 9515 14780 24852 16797 21709 47766 22825 40723 5491 21616
1759742,22047 24852
1759798,24852 39046 48205
1759800,5479 40174 47766 25890 24852 34466 29487
1759804,37213 32775 33122 24852 5077 38997
1759851,13176 10831 45007 31720 21938 21903 22963 46210 45066 4920 43961 47626 48679 4605 44765
1759910,24852 21903 26209 34262 49683 46346 46979 17122 16083
1759924,10331 3957 36762 30630 2090 11576 2110 6774 1337 11538
1759950,38511 41649 20082 23090 42240 37886
1759962,3583 30027 12341 30776 11182 35935 28289 5251 13984 3773 23178 42719 40706
1759967,40571 21573 47977 10181 13829 27360 42719 4577 32691
1759974,26709 28647 21497 42414 32953 11988 9175
1759985,44310 24852 5077 6532 35321 2983 43295
1760009,37646 24852 27845 47766 40706 8174 11520 45083
1760161,44632 33623 34503 38456
1760180,45116 45763 26209
1760208,24852 23175
1760470,38511
1760498,19987 24231 17316 40571 18288 24852
1760531,196 12341
1760545,14715 35470
1760566,13176 4920 16589 24838 3957
1760575,19350 24852 24954 3348 23106 16185
1760583,24852 33176 11520 3957
1760633,19894 34243 24852 17033 47626 43295 45116
1760672,46485
1760700,46979 47766 14218 5130
1760711,24852 38739 5077 28634 43693 31981 17122 9387 43209 42372 39581
1760790,45104 47144
1760798,20345 21903 18531 27454 7412 31717 24852
1760814,13032 13914 15541
1760992,43565 24852 40332 49683 47766
1761050,12916 28439 34230 45541 47570 13966
1761059,None
1761064,21029 27360 5386 40763 20082 33565 15076
1761083,6184 13176
1761099,31933 47209 36762 18887 8174
1761110,39877 43987 40516 26369 22935
1761112,24952 7050 32320 13176 11688 47717
1761139,32079 5258 13176 43352
1761181,27845 24852 28792 14190 35365 14399
1761243,30885 39450
1761272,14947 15290 47626 35163 47766 45066 13870 12023 4605 38890
1761290,32403
1761367,31720 38293 21903
1761411,45190 41131 23909 49610
1761416,17207 49463 22610
1761554,22046
1761568,30233 1529 31553
1761653,10761 6585 33303 35914 11520 35504 22220 29506 2091 47209 30391 14901 23375 21137 22035 44632 37646
1761707,47626
1761724,36011 18288 12039 47766 5353 17454
1761985,4920 40706 49235
1762128,24852 39560 44632 39877
1762305,21137 13176 15290 5077 2825 5785 18234 47209
1762370,24852 42450 47209 16521 28204 35004 20995
1762384,24838 28647 7295 28464
1762386,24852 25093 24184
1762420,38689 24852 30233 2780
1762454,34234 39046 1511 37542 24852 48215 15424
1762462,1940 16797 5450 26604 27966 36695 10895 47368 39561 47185
1762471,36550 47766
1762472,30921
1762593,None
1762664,24852 5120 27086 37119 13431 47626
1762668,5077 21115 24852 24097 28931 34234 42144 27706
1762710,7500 16730
1762752,None
1762764,36011 44560 18523 44786 22124 13269 17600 21903 4920 45007 27344 37067 25890
1762827,None
1762845,21386 30827 39275
1762848,3957 47209 44359 40571 4957 18881 20632 21903 24830 34126 5876 45007 40852 38383 9839 10749 13176 31553 6098 48726 33754 12384 17794 21405 20114 27683 36865 47912
1762857,39180 47766 21137 35628 11576 31215 40198
1762877,13176 33000
1762890,1957
1762960,14947 23025
1762986,8898 4210
1763054,4210 34234 31449 21497 37215 21822
1763104,24852 47626 44257 45116 30169 8424 9387 11777
1763137,13176 16213 49111
1763202,22839 33000 26604
1763227,47209 48775
1763293,13176 39928 17461 21903 46505
1763314,23909 35994 33785 33027 8744 36443 3040 31562 21050 4063 48823 19516 823
1763330,47144 18523 15950 38051 22035 39180 40593 27323
1763384,24852 19057 33787 11440 21614 42446 25931 30720 31683 8193 32433 39993 3599 31528 8296 45066
1763388,33731 16759 38312 18689 15984 19457 3075 13424
1763484,21601 42460 30597 15949 16696 19893 22166 4313
1763504,12341
1763516,25346 3957 8197 21616 47209 16415 46979 23585 33768 23291 41950 36792 33929 44517 21903 20178 5876 47626 49235 45123 46969 17974 42833 16521 16528 41665 48637 24256 36735 36182 17874 41177
1763669,11629 432 45007 24852
1763702,19171 19057
1763716,3721 22559 13176 13966 6474 14233
1763802,24852 45968 38400 23322 5646 4942 19382
1763814,49235 47209 24852 24279 16797 26209 16759 21137 2326 36076 27344
1763829,41682 19173 33651 49176 42460 36551 37654 24799 13263 41453 2070 31992
1763833,36865 24799 8309 42265 39408
1763867,17720 24852 39180 47766 45066 16535 46979 34358
1763875,13176 46149
1763985,24852 49079 32573 41714 23645
1764000,47900 405 34065 37067 31727
1764039,11519 36278 11759 40553
1764122,6187 28080
1764169,1194 18465 5876
1764190,196 29978
1764231,43662 47209 16528 11520 36406 13176 25762 24799 8277
1764265,49235 27845 34358 29373 41273 25211 34605 19111 24852 46979 41665
1764341,4605 33464 29346 25129 17993 35613 4497 48568 46167 37849 7864 15664 3689
1764363,2141 6361 40910 19125
1764374,12341 16797
1764430,47209 24838 37496 13176 30635 7963 33198 37646 19660 32655 46969
1764470,16797 43352 21292 24852 14697 24563 31683 19155 37158 14335 25985 9387
1764493,13176 24631 17223
1764508,47766 44359 21137
1764536,24852
1764587,17689
1764652,28204 17794 30489 20876
1764924,18023 43352
1765060,25653 48733 28132 8518 24838
1765072,44847 40394 10084 37068 33138 41582 28472 26 30744 36690 25650
1765087,26384 13176 17615 37646 27086 49175 31040 19019 34448
1765209,46979 23909 21292 45071 34456 6846
1765225,23909 40338 39719 7762 15412 21616 42450 41290 44475
1765332,13176 5785 34969 5206 8277 49235 21137 22935
1765472,24125
1765502,20345
1765682,207 39491
1765729,196
1765738,7955 11109 11520 19446 27845
1765750,47766 34969 4451 29987 47626 26209 21077 22888 46906 20842
1765857,47626 37646 13176 42265 33957
1766035,29117 47977 49520 40706 30391 2825
1766061,1710 11629 4142 16848
1766077,11777 13245 28577 16797 9517
1766093,None
1766099,13176 21137 10326 37687
1766163,13176 30233 27086 21137
1766287,16797 47766 23909 13544 49520 16489 16818
1766302,13176 21137 30849
1766341,21903 5876 42585 20995 44359
1766380,35045 23282 47672 24235 28745 34270 41220 21137 29270 28715 4920
1766381,18432 34986 17981 45064 4210 42352 38218 32628 31450 18534 24425 5445 49176 17223 19734 30622 30287
1766528,15945 6383
1766593,20175
1766600,27730 24852 18811 35909 49306 47409 49279 33819
1766665,24852 10078 42633
1766689,9020 5479
1766692,27521 39928 45007 35951 17429 8555 8174 21903 44632 22825 32850 5876
1766694,27966 19660 36695 49235 13176 40706
1766725,24852 45 16797 7781 47626 21903 23854
1766726,27845 49235 10442 40763
1766793,9340 928 4673 24425 20215 42352 18104 14951 14799 42372 46817 12916 27761 31437 29193
1766879,27845 45793 11777 37923
1766981,19660 8859 47626
1767002,43677 26714 42443
1767025,38689 8277 24852 47766
1767042,45066 28132 4793 47626 33787 47209 21903 44949 44479 21616 24852 4957 19019 16797 38890 12564 26915 36695 26346 28199 15995 37464 7371 33754 46064 45866
1767101,21890 27086 11712 8053 38456 33587
1767130,47626 32211 15290 10673
1767266,788 16096 15317 40910 24852 5727 13230 10752 17224 19701 49683
1767342,5782
1767356,40199
1767368,43279 24852 21240 20561 6046 14353 13834 39408 1599 11460 40310 23707 7600
1767375,39180 24852 45570 17044 43643
1767489,8859 44085
1767520,18534 46175 9515
1767542,24852 16797 34969 33787 21903 13176 8424
1767580,41793 24852 18523 27086 13500 4793 17794 13646
1767601,30827
1767691,49319 47977 44566
1767721,49235 39408
1767783,42475
1767792,11520 21616 38293
1767842,14084
1767914,9022 31870
1768009,5025
1768135,8571 14161 13176 12341
1768193,27845 21137 24852 46807 29479 46667 48287 42828 36070
1768225,24852 21137 6336 29487 20574 45066 13877
1768239,25199 49520 24852 17600 21903 13646 20082 7781 31007 27548
1768278,10831 13176 432 42585 9000 11068 8518 44632 10749 20127 7781 20327 22825
1768284,4658 28427 26131 27966 47912 22935 8490
1768385,1940 30235 889
1768471,44632 35221
1768479,13176 27845 6532 15872 3599 27744 19816 42445 33731 39877 25133 2326 45007 28928 10132 28476 32655
1768498,1744 13829 34282 45104 38750 14112 7963 33788 24852 2295 8174 33294 10248 23165 48775 44359 28204 21057 29487 14651 47759 22935 48679 17794 31683 12250 47766
1768519,20940 16539
1768565,32858 18871 3555 6686
1768619,43394 32655
1768631,27531 21903 24852
1768672,42479 30776 10753 27521
1768729,39877 28834 45364
1768798,7116
1768799,13176 26165 47209 20842 45570 44075
1768924,18523 44156 5782 20561 24852 12585 27090
1768926,10326 6128 36570 1511 47815 15976
1768965,47766 24964
1769021,13176 20247 44683
1769043,885 35199 35383
1769063,23039 22624 12099 13176 12738 41273
1769069,11520 18811 32864 37646 48679 13176 34126 32689
1769107,18618 29657 13176 25931
1769182,24099 24852 23044 42659 26706 46204 22238 11109 28458 11777
1769190,13176 47209 43086 24373 44097 9122 7673
1769246,22827
1769320,19887 26914
1769388,24852 5450 47626
1769478,13176 5785 43122 7781 39475 18465 35461 4957 39928 31343 8277 30489 37158 17038
1769487,38689 21137 47209 18362 27521 45007 9507 22935
1769687,5970 13176 5636 287 43961 22472 37006 8274 44479 17872 21077 39408 34243 28226
1769910,8021
1769932,8390 18792
1769977,5514 19261 26324 27966 13176 1468 8174 21174 22963 13802 35530 40723 13629 5876 21038 26604 21137 39275 27086 16759 42265 22935 43713 1244 35939 9154
1770020,8866 9703 40345 49439
1770021,29447 4837 17600
1770121,17419
1770151,44632
1770164,1511 27413 43504 17461
1770198,23383 27247 40878 9534 42585 48577
1770255,31102 37067 36418
1770286,13176 14084 2962 6104 22115
1770302,23233 47766 33000 41793 45007 19057 42307 19711 11520 24184
1770328,35199 23909 14280 8744 2180 35383 21472 42447
1770388,23662
1770393,19678 27966 48679 13560 22947 24964 8277 47209 9839 22935 5876 18881 45081 10337 27695
1770449,49610 18465 26252 25256
1770456,13176 27845 47209 15950 27913 30391 21903 5120 24852 36315 42265 4793
1770484,43721
1770511,27966 24852 41597 37687 42002 12614
1770572,24852 31683 5750 35383 48335 18681
1770605,9138 49191 44632 16341
1770625,31429 24852 5450 21137 11712
1770639,44632 10957 46811 44142
1770651,19348 18811 44229
1770742,21903 45570 27705 45066 24024 37147
1770805,12916 16797 34165 11821
1770990,13609 13176 329 31915 45007 8174 29594 39275 24964 22220 12667
1770993,40396 46990 13176 45007 45073 28985 22485 48109 10749
1771011,39180 22151 47209 40706
1771041,37103 14766 9741 37552 14086 16797 24852
1771078,432 47766 7398 45066 21903 39928 38777 41658 39558 48679 45613 5818
1771174,43352 13176 16797
1771202,28204 37774
1771272,1940 12919 38739 17615
1771299,45066 30489 42768 21872 42265 30953 13176
1771360,38689 19660 27966 27845 47766 21137 12196 22825
1771361,24852 5618 47626 21295 42244 21903 42585
1771407,49235 6361 13176 44765 21137 27690 47144 24420 29344 43394 43713
1771424,8859 30307 25986 41276 46402 34492 10636 29509
1771437,21137 1086
1771452,30597 10957 45192 43892 45830
1771454,41400
1771463,35649
1771519,47626
1771583,42078 22610
1771674,None
1771683,14947 47209 18838 13176 3599 36036 21137 27086 8736 17847 45066 45106 8277
1771766,33370 41212 24010 17807 8885 25055 24964
1771796,None
1771817,24852 21903 5564 45866 45066 23579 5322
1771851,13176 5479 18465 19057 4920 49235 5564 5550 24561
1771860,13176 8710 9203 35946 5212 12341
1771898,48205 25146 40174
1772045,24852 18695 48927 6340 21232 35199
1772048,5109 44384 6867 30597 31981 46674 24852 3990 42447 27757
1772077,38689 47144 24852 5077 16185
1772124,14778 21137 25513 7806 1158 6631 17652 13176 22307 34966 23375 11068 48123 28797 8859 47626
1772139,46969 39877 27845 24489 37646 16759 27966 24221
1772218,22224 8368 48559 12395 34745 44987 24852 34197
1772252,13176 21903 14874 21137 22963 39928 27966 28437 4472 15290 7781
1772318,47209 13176
1772359,45007 24852 2774 44632 34112 40586
1772391,9182 24852 27086 37417 23233 26629
1772438,13176 38928
1772478,49610 4605 20114 41597 33120 26620
1772486,35221
1772513,45064 21019 15925 16020 49352
1772551,14466 6606 11520 15902 2295
1772613,24852 34050 36057 5077 20082 30170 4920
1772653,44632 24852 21903 40156 12500 30630 42445
1772709,24852 40120 39180 36287 13629 2371 33352 13646 9041 12614 45066 30489 32426 29363 24787 16797 39928 22217 5876 1158 38777 1000 29594 45106 16185 7649
1772729,14870 32465 45066 47626 24852
1772763,44167 13032
1772796,21903 42445 27845 29447 31282
1772809,44267 30274 47745 42450 35518 12396
1772810,38689 20574 34217 49683
1772875,30169 46229 24852 45066 19084 2435
1772918,23288 49026 13329
1772969,7533 38241 38664 33548 25330 7274 16797
1772984,32403 13176 35561
1773026,8859 29487 40332 21938 4605
1773080,27966 20794 35628 25424 19046 27690 38192 19660 45437 13176 48442
1773118,17835 8138
1773195,21903 35628 29662 26165
1773257,196
1773311,23952 29616 39108 48679 22935 43086
1773318,39657
1773324,38978 27790
1773530,21137 37646 5450 1511 46584 3896
1773547,35921 493 39275 5805
1773559,23909 43209 3389 23410 24780 23734 40490 27179 44042 32966
1773653,13176 19660 35503 4357 4793 9154 21872 11945 28204 26488 43504 26023 35363 40310 28572 9741
1773664,22028
1773665,5547 36076
1773679,24964 19660 24852 47626 5876 22935
1773681,32455
1773727,16797
1773736,13176 432 5077 47280 21938 19057 31717
1773772,34335 36397 27845 21903 27104 24616 23291
1773788,22035 27845 5161 9825 9210 27695 33529 4605 47626 22474
1773848,35561
1773904,33198 47766 19660 31073 2078
1773918,24852 34601 27985 43528
1773951,31720 31282 13176 8087 5876
1773989,49235
1774014,32139 32828 9076 45007 12204 28934
1774054,36107 16918 21650 33198 6128 7736 23763 3282
1774079,38249 44359 40545 21903 2228
1774084,19057 40706 39180 46069 38256 5477 47209 21137 19678 45613 11143 47875 13147 47223 30391 39275 35750 19048
1774159,24852 21115 18501 29487 16615
1774185,21903 27958
1774217,27845 2876 47616 7781 47766 20899 21903
1774280,33945 43631 15902 29503
1774322,38602
1774364,14258 1511 25279 10673
1774388,14218 10315 24852 28373 34969 10385
1774423,18027 42445
1774533,22959
1774570,5258 46521
1774619,25757 47766
1774622,21463 2361 16965
1774678,24852 31720 47766 21137 9666 49628 7090 30233 37158 17758 5120 5785 31343 45007 47672 27104
1774732,18534 47611
1774769,21903 34429 3952 260 38293 27104
1774825,13249 42625 5746 15649 13780
1774897,24852 3957 21903 14870 11777 16797 432
1775004,16797 30949 12218 24852 35921 3765
1775023,432
1775136,13176 2716 14084 19057 34966 38567 48186 13829 34371 14678
1775141,24852 38890 22825 47209 43768 47626 26096 41220 16083 8710 24964 44949 38689 7963 36695 21137 20323 1409 10621 26629 22025 40706 13852 24535 27156
1775154,27966 39190
1775193,47626 24852 5450 27521 9076
1775210,13176 13166 47209 2344 22035 36695 37646 25837 21903 44292 44310 8575 21137 43122 5876 22963 16070 23029 10006 13225 33043 30391 24954 32864 43406 33731 9339 13870 36550 21791 32170 45007
1775297,30340 38141 27344 2113 21137 22890
1775335,45066 33120 432
1775376,42450 45066 43122 2480 43776 24024 38453 22035 13176 5876 28465 47629
1775399,12237 13176
1775430,19311 29833 24852 23634
1775467,13998 8048 17902
1775506,47601 22935 24964 35503 47209 4942
1775548,27511 10468 9124 13176 36393 37776
1775634,22677 20574 4451 47766 44995 30489 37687 45066 33787 8424 7806 8518
